id,question,answer,context,response,response_length,Faithfulness,Completeness,Answer_Relevance,Context_Relevance,Context_Recall,exact_match,generated_tokens,response_tokens,latency,resource_used
476,,,,,,,,,,,0,39147,353,10.844409227371216,1124813775.2929688
qz_3154,Which town in East Sussex now stands on the site of the battle of Hastings?,Battle,"Battle in East Sussex. The attractive town of Battle gets it name from the ... Hastings, East Sussex, ... Please note that this posting is now way out of date and is ... Battle, East Sussex, 1066 Battle of Hastings. ... Today you can visit the famous English Heritage site 1066 Battle of Hastings, ... Hastings Town Crier Wins British ... ... East Sussex, SE England. The town grew up on the site ... Hastings, Romney (now New Romney), Hythe, Dover, and ... near the site of the Battle of Hastings ... New evidence for Battle of Hastings site ... Battle Abbey in East Sussex is said to stand on ... But Channel 4's Time Team claims he fell on the site of what is now a ... New evidence for Battle of Hastings site ... Battle Abbey in East Sussex is said to stand on the spot where ... fell on the site of what is now a mini ... Two points of interest dominate the character of the bustling East Sussex town of Hastings ... and see the site of the famous 1066 Battle of Hastings at ... now a ... Battle, East Sussex. Battle is a unique town in the county of Sussex built on ... now owned by the ... East Sussex. Hastings is an old fishing town along the ... For a memorable family day out in Sussex visit Battle Abbey, the site of the 1066 Battle of ... Battle, East Sussex, ... Find out more about the Battle of Hastings. ... , which actually occurred at the nearby town of Battle. Hastings ... Hastings Pier is a closed pleasure pier in Hastings, East Sussex, ... and the town is now ... Find out information about Hastings, East Sussex. city , ... Explanation of Hastings, East Sussex. Hastings, East Sussex ... Hastings, Battle of; Hastings, East ... Battle in East Sussex | Town Guide ... Battle is a treasure trove of wonderful shops ... Battle in East Sussex ... The attractive town of Battle gets it name from the Battle of Hastings, which was fought between Harold the Saxon king and William the Conqueror in 1066. The battle was so significant it changed the course of English history. The town grew up around the Abbey of St Martin which was built by William the Conqueror after the battle. It is said that William vowed that should he win the battle he would build such an abbey. The abbey was built between 1070 and 1094, and the high altar is believed to have been placed on the spot where Harold fell. Today the Abbey ruins and the battlefield are cared for by English Heritage and are well worth a visit. The imposing Abbey gatehouse built circa 1338 can be seen as you look down the length of the High Street. Battle has some notable Georgian buildings along its High Street. The cottages and houses near the Abbey date from around 1700. The parish church of St Mary was built in Norman times and for the most part is 12th century in construction. It offers the visitor rare 14th century wall paintings and a Norman font amongst other things. At the Northern end of the High Street can be found the Almonry which was built in 1090 and now houses the Town Council and the Battle Museum of Local History. Other Towns and Villages Near Battle ...","The context explicitly states that the town of Battle in East Sussex is named after the Battle of Hastings, which took place in 1066. It also mentions that the town grew up around the site of the battle and that Battle Abbey was built by William the Conqueror to commemorate the event. Therefore, the town of Battle stands on the site of the Battle of Hastings.",53,1,1,1,1,1,0,25416,822,26.06639075279236,1124813775.2929688
478,,,,,,,,,,,0,34726,822,26.06639075279236,1124813775.2929688
qz_3236,What is the name of CS Lewis' 7 book fantasy?,The Chronicles of Narnia,"... using a pen name. In 1963, Lewis resigned from his ... http://www.biography.com/people/cs-lewis ... Lewis started to publish the seven books that would ... This box set includes all seven books in the classic fantasy series The Chronicles ... Listen to all seven stories in C. S. Lewis's classic fantasy series The ... The Last Battle by CS Lewis. Rating 8.0/10. ... (hence the name) are both the same. ... Recommended high fantasy books/series; CS Lewis's Chronicles of Narnia are now acclaimed as the standard for what is considered 'classic' in Children's fantasy literature . The Chronicles of Narnia were ... ... including works of science fiction, fantasy ... Lewis’s book sales are reported to be more than ... an excellent resource site for all seven books in the ... The official home of The Chronicles of Narnia by C. S. Lewis. ... Find your favorite Narnia books at a great price with rack paperback editions. Next Previous. The hidden theme behind CS Lewis' Narnia books has finally been uncovered, ... the fantasy narrative enjoyed by generations of children, ... It also includes summaries of Lewis's main ... C. S. Lewis, and many, many other books with the name ""C.S. Lewis"" ... My Top 5 Books on C.S. Lewis ... CS Lewis: The Chronicles of Narnia ... The islands' names pull at my heart like no others: ... Best books Fantasy Science fiction","The context explicitly states that C.S. Lewis started to publish the seven books that would comprise ""The Chronicles of Narnia"" fantasy series, which is directly confirmed by multiple references to the series as his seven-book fantasy.",34,1,1,1,1,1,0,25342,470,15.343565940856934,1124813775.2929688
qz_3237,Name the tv series about FBI agent Don Eppes and his mathematical genius brother Charlie,Numb3rs,"... who recruits his mathematical genius brother, Charlie ... Rob Morrow stars as FBI agent Don Eppes, who recruits his ... After a series of bank robberies, Don ... Hot on Moviefone... Movie News; ... Series Summary FBI agent Don Eppes recruits his younger brother, Charlie, a mathematical genius and college professor, ... ... who recruits his mathematical genius brother, Charlie ... Rob Morrow stars as FBI agent Don Eppes, who recruits his ... After a series of bank robberies, Don ... ... FBI Special Agent Don Eppes recruits his genius brother ... Don Eppes recruits his genius brother Charlie, ... FBI agent Don Eppes recruits his mathematical ... To preview or buy TV shows, get iTunes now. ... who recruits his mathematical genius brother, Charlie ... Don and his FBI team are called in by the Public Health ... ... who recruits his mathematical genius brother, Charlie to ... Rob Morrow stars as FBI agent Don Eppes, who recruits his ... Charlie suspects that a series of ... We are unable to find iTunes on your computer. To preview or buy TV shows, ... Numb3rs is a drama about FBI Agent Don Eppes who recruits his mathematical ... Name ... FBI Agent Don Eppes (Rob Morrow) recruits his younger brother Charlie (David Krumholtz), a mathematical genius, ... recruits his younger brother Charlie ... Numb3rs - Season 1 Episodes ... Numb3rs ... Season 6 ... Numb3rs - Season 1 ... Rob Morrow stars as FBI agent Don Eppes, who recruits his mathematical genius brother, Charlie (David Krumholtz), to help the Bureau solve a wide range of challenging crimes in Los Angeles. From two very different perspectives, the brothers take on the most confounding criminal cases, aided by Don's partner, Terry Lake (Sabrina Lloyd), and new FBI recruit David Sinclair (Alimi Ballard).","The context explicitly mentions that the TV series follows FBI agent Don Eppes and his mathematical genius brother Charlie, and the entity_pages.wiki_context[1] states the series is titled NUMB3RS. This directly identifies the answer.",30,1,1,1,1,1,0,15895,542,17.40168523788452,1124813775.2929688
qz_3311,All children except one grow up.,Peter Pan,"The Adventures of Peter Pan J. M. Barrie Chapter 1 - Peter Breaks Through. All children, except one, grow up. They soon know that they will grow up, and the way Wendy ... Peter Pan is the book with the nation's favourite opening line, according to a new poll. 'All children, except one, grow up,' wrote JM Barrie in his children's ...","The context explicitly states that the line ""All children, except one, grow up"" is the opening line of Peter Pan, written by J.M. Barrie. This directly supports the answer ""Peter Pan.""",24,1,1,1,1,1,0,9467,223,7.902944326400757,1124813775.2929688
482,,,,,,,,,,,0,80775,223,7.902944326400757,1124813775.2929688
qz_3354,Which horse racing jockey was sometimes referred to as the long fellow?,Lester Piggott,"Discover Who Are The Most Successful Jockeys of All Time
William Hill
Famous Jockeys
Lester Piggott (born 5 November 1935) – is a retired professional jockey and one of the most successful English flat racing jockeys of all time. Nicknamed “The Long Fellow” to his height, Lester Piggott introduced a new style of race-riding that was adopted all over the world and enabled him to become Champion Jockey eleven times. Piggott boasts 4,493 career wins including 30 British classics.","The context explicitly mentions that Lester Piggott was nicknamed ""The Long Fellow"" due to his tall stature, which directly answers the question.",25,1,1,1,1,1,0,21219,256,10.7994225025177,1124813775.2929688
qz_3358,Who is the patron saint of lost causes?,St Jude,"St Jude: 10 things you need to know about the patron saint of lost causes 13:02, 27 Oct 2013; ... You can also email web@mirror.co.uk . DailyMirror. Recently Published.
The Apostle Saint Jude Thaddeus is ""The Miraculous Saint,"" the Catholic Patron Saint of ""lost causes ... Saint Jude is one whose aid is sought when all hope is lost, ...
The 4 Patron Saints of Impossible Causes. ... circumstances and causes for despair, St. Rita never lost her faith weakened ... Patron Saint of the ...
Names of Patron Saints of Causes. Catholic Saints Index: ... A person who has died and been declared a saint by canonization. ... Lost article - St. Anthony ...
A Novena to St. Jude is a good antidote to despair. This patron saint of lost causes is famous for ... the famous patron saint of desperate cases and lost ...
... desperate situations, lost causes. Take the ... have made Saint Jude their patron saint and there are several hospitals ... More about St. Jude Thaddaeus from ...
St Jude: 10 things you need to know about the patron saint of lost causes - Mirror Online
St Jude: 10 things you need to know about the patron saint of lost causes
The hurricane-strength storm heading to Britain has been named after him. But who exactly was St Jude?
 Share
Saint Jude: Patron saint of lost causes and desperate cases (Photo: Alamy)
 Share
Get daily updates directly to your inbox
+ Subscribe
Weather forecasters are warning us that tomorrow's storm could be the worst for decades .
And the fact that it has been named after St Jude - the patron saint of lost causes - isn't exactly reassuring.
We've been told to expect winds of up to 90mph, torrential rain, travel chaos and possible disruptions to the power supply , so perhaps we should start to despair.
But Monday also happens to be the feast day for this particular saint, so it might not be all bad news.
So who was St Jude? Here are the 10 things you need to know about the patron saint of lost causes and desperate cases...
1. St Jude was one of Jesus' 12 apostles, chosen to spread the word of the gospel.
2. He was also known as Thaddeus or Thaddaeus - said to be a surname for the name Labbaeus which means ""heart"" or courageous"".
3. He is believed to have written the book of Jude. Religious scholars say it contains some of the finest expressions of praise to God in the Bible's New Testament.
4. Jude became associated with desperate situations because of a letter he wrote to the Churches of the East. In it he says that the faithful must keep going even in harsh or difficult circumstances.
5. He is thought to have been martyred in Beirut in around 65 AD, along with fellow apostle Simon the Zealot. He is often depicted showing a club or axe, symbolising the way he died.
6. He is also sometimes pictured with a flame above his head. This refers to the Pentecost, where he and the other apostles received the Holy Spirit.
7. The personal ads sections of some newspapers occasionally include messages from people calling on St Jude for help in times of need, or thanking him for his support and guidance.
8. Some choose to carry the image of St Jude on a medal or as a pendant on a necklace to provide comfort.
9. The Shrine of St Jude can be found at the parish church of Our Lady of Mount Carmel in Faversham, Kent. It was set up in the 1950s by the church's friars, who noticed they were getting an increasing number of requests for St Jude prayer cards. Donations to ""The Shrine of St Jude"" began to come in, but one didn't exist - so Friar Elias Lynch set one up. The shrine is visited all year round, but particularly on St Jude's feast day - October 28.
10. St Jude is not to be confused with Judas Iscariot - another of the 12 apostles, but the one who betrayed Jesus.
Lucky W Amulet Archive: Good Luck Charms, Magic Talismans, Protection Amulets
SPIRITUAL  SUPPLIES
in HOODOO and CONJURE
The Apostle Saint Jude Thaddeus is ""The Miraculous Saint,"" the Catholic Patron Saint of ""lost causes"" and ""cases despaired of.""When all other avenues are closed, he is the one to call upon, and his help often comes at the last moment.
Dressed in green and white Biblical-era clothing -- for he was one of the Disciples of Jesus -- he is distinguished by the fact that he often wears and holds a golden metal pendant of the type carried by people seeking his aid. Additionally, in some images of Saint Jude, there is a small flame atop his head, signifying the Baptism by Fire (also known as the Baptism of the Holy Ghost) which was received by the Disciples of Jesus at Pentecost.
[...]",The context explicitly states that Saint Jude is the patron saint of lost causes and desperate cases. It mentions that he is the one to call upon when all hope is lost and that he is venerated as the patron saint of desperate cases and lost causes by the Roman Catholic Church. These statements directly identify St. Jude as the patron saint of lost causes.,38,1,1,1,1,1,0,14253,1274,31.12960457801819,1124813775.2929688
qz_3392,True or False: Sharks do not blink?,False,"Trivia Game Show: Listening Exercises ... Julie: True, I mean, I mean, I mean false. A SHARK is the only fish that can blink with both eyes. Host: ... blink (verb ...)","The context explicitly states that a shark is the only fish that can blink with both eyes, which directly contradicts the statement that sharks do not blink. Therefore, the statement is false.",31,1,1,1,1,1,0,9845,183,6.910215616226196,1124813775.2929688
486,,,,,,,,,,,0,35675,183,6.910215616226196,1124813775.2929688
qz_3397,"The American legal drama Shark ran from Sept 06 to May 08. Who starred in the title role, playing Sebastian Stark?",James Woods,"Shark is an American legal drama created by Ian Biederman that originally aired on CBS from September 21, 2006 to May 20, 2008. The series stars James Woods.","The context explicitly states that the series ""Shark"" stars James Woods, who played the title role of Sebastian Stark as mentioned in the synopsis and cast section.",24,1,1,1,1,1,0,1635,184,6.3953940868377686,1124813775.2929688
qz_3431,Which Italian fashion designer was shot dead on the steps of his Miami mansion in 1997?,Gianni Versace,"Italian fashion designer Gianni Versace has been shot dead on the steps of his Miami mansion. ... 1997: Versace murdered on his ... Fashion designer Gianni Versace shot dead outside his Miami ... Italian fashion designer Gianni Versace was shot dead on the steps of his mansion in Miami, ... From the archive, 16 July 1997: Fashion designer Versace shot dead ... Steps of the Miami Beach mansion of Italian fashion designer Gianni Versace, ... Italian fashion designer ... was shot dead on the steps of his oceanfront ... was shot dead on the steps of his oceanfront Miami Beach mansion yesterday ... ... Forbes named him the most successful Italian fashion designer and estimated his ... 1997) was an Italian fashion designer ... steps of his Miami Beach mansion ... ... Versace murdered in Cunanan killing spree ... 1997 Versace murdered in Cunanan killing ... designer Gianni Versace on the steps outside his Miami mansion. Spree killer Andrew Cunanan murders world-renowned Italian fashion designer Gianni Versace on the steps outside his Miami mansion. Versace was shot ... of 1997, when ... Versace Mansion . former Versace ... Versace was shot dead on July 16, 1997, aged 50, on the steps of his Miami Beach mansion as he returned from a morning walk on ... BBC ON THIS DAY | 15 | 1997: Versace murdered on his doorstep 1997: Versace murdered on his doorstep Italian fashion designer Gianni Versace has been shot dead on the steps of his Miami mansion. The incident happened shortly before 0900 local time (1400 GMT) as the 50-year-old designer returned from the fashionable News Caf� where he bought breakfast and Italian newspapers. Witnesses described a white man in his mid-twenties taking a gun from a backpack and shooting Versace twice in the back of the head as he unlocked the gates to his Ocean Drive home. A gun was found with discarded clothes in a red Chevrolet pick-up truck abandoned in a car park. Prime suspect Police have traced the weapon to Andrew Cunanan, 27, a gay prostitute with an ""affluent clientele"". He is already on the FBI's most wanted list in connection with four other murders - all of the victims were, like Versace, homosexual. Miami police chief Richard Barreto described Cunanan as the sole suspect, but he did not know if he had any relationship with Versace. Hundreds of people have gathered opposite Versace's three-storey, Mediterranean style home, the only residential building in the art deco section of Ocean Drive. Police have sealed off the area round the blood-stained steps to the house - Casa Casuarina - where Versace lived most of the time with his friend Antonio D'Amico. Around the world Versace's stores have been closing as they received news of the tragedy. Tributes are pouring in from the many rich and famous friends who enjoyed wearing Versace's flamboyant designs. Amongst them Princess Diana has issued a statement saying she was ""devastated at the loss of a great and talented man"". Versace had just released his new winter collection and a glamorous television launch planned for the Spanish Steps in Rome has been cancelled. With the help of his sister Donatella and his brother Santo, Versace transformed the family firm into a multimillion-dollar fashion empire.","The context explicitly mentions that Gianni Versace was shot dead on the steps of his Miami mansion in 1997. Multiple sources confirm this event, including the BBC news report and the search results from various reputable websites.",35,1,1,1,1,1,0,10506,839,22.39144539833069,1124813775.2929688
qz_3432,Who was famous for popularising the 'little black dress' in the 1920s?,Coco Chanel,"Coco Chanel Dress ~ The Story of Chanel Little Black Dress. ... The famous women wearing Coco Chanel Little Black ... Hats in the 1920s varied little ... The Little Black dress as created by Coco Chanel in 1926. The fashion ideal: a perfectly simple, yet sexy object. Little black dress ... and for popularising the bias ... the fashion world and making her one of the most famous fashion designers of the 1920s and ... A concise illustrated history of 1920’s women’s fashion -1920 to 1929 ... and with the launch of her little black dress in ... feature in a 1920s evening dress. ... as well as famous names from Alicia Keys through Gwyneth Paltrow, ... So is the little black dress the last haven for a conventional dresser, ... Coco Chanel brought us the little black dress, ... Known for: Chanel suit, Chanel ... to the 1920s, Gabrielle 'Coco' Chanel rose to become one of the ...","The context explicitly states that Coco Chanel introduced the little black dress in 1926 and that she was one of the most famous fashion designers of the 1920s. It also highlights her role in popularizing the design, making her the answer.",45,1,1,1,1,1,0,21461,360,14.11999225616455,1124813775.2929688
qz_3433,Who designed Madonna's wedding dress for her marriage to Guy Ritchie?,Stella McCartney,"The Madonna & Guy Ritchie marriage appeared ... they married. Wedding Date: Guy and Madonna were ... style wedding dress that was designed by ...
Stars arrive for Madonna wedding. ... Scottish Highlands for the wedding of Madonna and fiancé Guy Ritchie. ... to have designed the wedding dress. ...
Madonna and Guy Ritchie were married at Skibo Castle in Scotland. Madonna wore Stella ... Wedding Dresses; ... Madonna and Guy Ritchie were married on December ...
... Madonna and Guy Ritchie baptize baby Rocco and tie the ... Madonna's Wedding Story. 0 SHARES. ... Her strapless ivory silk gown, designed by McCartney ...
Her birth name is Madonna ... Guy Ritchie and Madonna were married in December of 2000, Guy Ritchie is a ... Madonna's wedding dress for her to Guy Ritchie was ...
Madonna & Guy Ritchie Marriage Profile
Madonna & Guy Ritchie Marriage Profile
Madonna & Guy Ritchie Marriage Profile
Madonna and Guy Ritchie in New York City on December 2, 2007.  Photo: Stephen Lovekin  / Getty Images
By Sheri Stritof
Updated February 05, 2016.
Here's information about the Madonna & Guy Ritchie marriage and divorce such as when and where they were married, their children, and more.
News Updates:
1/2009: Madonna and Guy's divorce was finalized.
10/15/08: After much speculation by the media and after several denials by Madonna, she and Guy Ritchie announced they are divorcing.
7/06/08: Madonna denied ""she is divorcing Guy Ritchie or having an affair with Yankee star Alex Rodriguez.""
Source: Source: K.C. Baker, ""Madonna: 'Not Planning on Getting a Divorce'"" People.com. 7/06/08.
 
10/25/05: Madonna admits that her early expectations about marriage nearly ended her marriage to Guy Ritchie.
Born:
Madonna Louise Veronica Ciccone: August 16, 1958 in Bay City, Michigan.
Guy Stuart Ritchie: September 10, 1968 in Hatfield, Hertfordshire, England.
How Madonna and Guy Met:
Madonna and Guy met one another at a dinner party given by pop star Sting and his wife Trudie Styler in 1998.
continue reading below our video
7 Tips for a Harmonious Divorce
Ages at Wedding:
Madonna was 42 and Guy was 32 when they married.
 
Wedding Date:
Guy and Madonna were married at Skibo Castle in Scotland on December 22, 2000. The century old, 7,000 acre estate was built on the former site of a Viking settlement.
Presider:
Reverend Susan Brown, a Church of Scotland minister.
 
Madonna and Guy's Wedding Garb:
Madonna wore antique French jewelry to adorn her Gothic style wedding dress that was designed by Stella McCartney of Paris, daughter of Beatle Paul McCartney. Keeping with the tradition of his family clan, Ritchie wore a MacIntosh tartan kilt.
Wedding Guests:
Some of the wedding guests at Madonna and Guy's reportedly private wedding included Gwyneth Paltrow, apparent maid of honor; Pierce Adams, reported best man and a long-time friend of the groom; Donatella Versace; Sting with wife Trudie Styler; Stella McCartney; George Clooney ; Robin Williams; Rupert Everett; Brad Pitt.
Children:
 
Rocco John Ritchie: Born in 2000. His father is Guy Ritchie. Rocco was born 3 weeks prematurely.
Lourdes Maria Ciccone Leon: Born in 1996. Her father is Carlos Leon II, a fitness instructor. Madonna dedicated her song ""Little star"" to her daughter Lourdes.
David Banda: Adopted son, born in 2005 in Malawi. His natural father is Yohane Banda. David's mother died a week after his birth.
Chifundo Mercy James: Adopted daughter, born in 2006 in Malawi.
Guy has a son with Jacqui Ainsley. The baby was born in 2011.
 
Madonna was raised a Catholic, but now she follows Kabbalah. Guy was raised a Protestant.
Occupations:
Madonna is a singer, author, and actress.
Guy is a British film director and co-owner of the Punch Bowl, a pub in London.
 
Guy has no previous marriages.
Madonna has one previous marriage.
Madonna married Sean Penn in Malibu, California, on August 16, 1985 in a very public wedding. The marriage lasted four years and ended in divorce on September 14, 1989.
 
Residences:
Guy and Madonna reside in London, Notting Hill and also own an apartment on the Upper West side of New York City and a 1,200-acre Ashcombe 18th-century estate in Wiltshire. The estate once belonged to photographer Cecil Beaton.
Interests and Hobbies:
Madonna enjoys horseback riding, bike riding, fishing, and clay pigeon shooting.
Guy enjoys Karate and holds a black belt in the sport.
 
Quotes on Madonna and Guy's Marriage:
Guy: ""By the way, I enjoyed my first marriage. It's definitely not something I regret. The experience was ultimately very positive. I love the kids that came out of it, and I could see no other route to take. But you move on, don't you? You're right, I stepped into a soap opera, and I lived in it for quite a long period of my life. I'll probably be more eloquent on it 10 years from now.""
Source: Sanjiv Bhattacharya. "" Q&A: Guy Ritchie ."" Details.com. 12/2011.
Madonna about getting married again: ""I think I'd rather get run over by a train.""
[...]","The context explicitly states that Stella McCartney designed Madonna's wedding dress for her marriage to Guy Ritchie. This is confirmed in the section detailing their wedding attire, where it mentions ""Madonna wore antique French jewelry to adorn her Gothic style wedding dress that was designed by Stella McCartney of Paris.""",31,1,1,1,1,1,0,8512,1485,32.08454775810242,1124813775.2929688
491,,,,,,,,,,,0,36941,1485,32.08454775810242,1124813775.2929688
qz_3456,"In the TV show Camberwick Green, who lived in Colly's Mill?",Windy Miller,"Watch Camberwick Green Free Online... Nearby was Colley's Mill, Pippin Fort and ... ... one of the characters from classic children's show Camberwick Green, is making a comeback nearly 40 years after his first TV ... who lived in Colley's Mill ...","The context explicitly states that Windy Miller lived in Colley's Mill, as mentioned in the search results related to the show's characters and locations.",25,1,1,1,1,1,0,9572,196,6.997426986694336,1124813775.2929688
qz_3477,Which part of the human body produces insulin?,The pancreas,"How Insulin Works in the Body ... Where Insulin is Produced in the Body. Insulin is a hormone made up of a ... Insulin is Part of a Balancing Act. Insulin affects ...
Understanding Our Bodies: Insulin. ... affects the levels of insulin we produce. ... and able to reach whatever body parts need it most. Not all insulin is ...
How the Body Makes Insulin . ... but burning too much fat for energy produces a ... People with type 1 diabetes need insulin shots as part of their care plan to ...
What is Insulin? Important hormone allows your body to use sugar (glucose)
insulin on the Body. ... This can wreak havoc with virtually every part of your body. ... As long as the pancreas produces enough insulin and your body can use it ...
The pancreas produces insulin and other ... which is part of ... then your body doesn’t produce any insulin to handle the glucose in your body. Insulin ...
Functioning as an endocrine gland, the pancreas secretes the hormones insulin ... The pancreas produces 2 ... for other parts of the body that are ...
What is Insulin? Discovery of Insulin ... produced in one part of the body to have an action on another. It is a protein responsible for regulating blood glucose ...
How Insulin Works in the Body
How Insulin Works in the Body
Search the site
By Elizabeth Woolley - Reviewed by a board-certified physician.
Updated November 14, 2016
Insulin has a hand in several processes in your body: Not only does it assist with metabolizing carbohydrates and storing glucose for energy in cells, but it also helps utilize the fat, protein, and certain minerals you eat. Because this hormone is so important in helping your body use the foods you ingest, a problem with insulin can have widespread effects on all of your body's systems, tissues, and organs—either directly or indirectly.
If you have type 2 diabetes, learning how insulin works can help you understand why so many other medical conditions are associated with diabetes, why certain lifestyle practices are beneficial, and how your body reacts to food.
Where Insulin is Produced in the Body
Insulin is a hormone made up of a small polypeptide protein that is secreted by the pancreas, which acts as both an endocrine and exocrine gland. Endocrine glands are the system of glands that secrete hormones to regulate body functions. Exocrine glands aid in digestion.
The pancreas sits behind the stomach, nestled in the curve of the duodenum (the first part of the small intestine), and contains clusters of cells called islets of Langerhans. Islets are made up of beta cells, which produce and release insulin into the bloodstream.
Insulin is Part of a Balancing Act
Insulin affects carbohydrate, protein, and fat metabolism. Your body breaks these nutrients down into sugar molecules, amino acid molecules, and lipid molecules, respectively.
The body can also store and reassemble these molecules into more complex forms. Insulin causes the storage of these nutrients, while another pancreatic hormone called glucagon releases them from storage.
Insulin is involved in your body's careful balancing act to keep your blood sugar levels within a normal range.
In simple terms:
If your blood sugar is high: The pancreas releases insulin to help cells absorb glucose from the bloodstream to lower blood sugar levels.
If your blood sugar is low: The pancreas releases glucagon to help the liver release stored glucose into the bloodstream to raise blood sugar levels.
Blood sugar levels rise when most foods are consumed, but they rise more rapidly and drastically with carbohydrates. The digestive system releases glucose from foods and the glucose molecules are absorbed into the bloodstream. The rising glucose levels signal the pancreas to secrete insulin to clear out glucose from the bloodstream. Insulin binds with insulin receptors on cell surfaces and acts as a key to open up the cells to receive glucose. Insulin receptors are on almost all tissues, including muscle cells and fat cells.
Insulin receptors have two main components—the exterior and interior portions. The exterior portion extends outside the cell and binds with insulin. When this happens, the interior part of the receptor sends out a signal inside the cell for glucose transporters to mobilize to the surface and receive glucose.
As blood sugar and insulin levels decrease, the receptors empty and the glucose transporters go back into the cell.
Insulin and Type 2 Diabetes
In a perfect situation, glucose from carbohydrates gets cleared rapidly. However, when there is insulin resistance , this does not happen, and sustained high glucose levels become a problem. Insulin resistance can be due to a problem with the shape of the insulin (preventing receptor binding), not having enough insulin receptors, signaling problems, or glucose transporters not working properly. Whatever the specific cause, the function of insulin is impaired.","The context explicitly states that the pancreas produces insulin, specifically mentioning that beta cells in the islets of Langerhans secrete insulin into the bloodstream. Multiple passages confirm this, such as ""Insulin is a hormone made up of a small polypeptide protein that is secreted by the pancreas"" and ""The pancreas produces insulin and other hormones.""",57,1,1,1,1,1,0,27944,1231,33.47622084617615,1124813775.2929688
qz_3479,Who played Dr. Doug Ross on the TV show E.R.?,George Clooney,Dr. Doug Ross was a doctor at County General Hospital in Chicago. He was portrayed by George...,The context explicitly states that Dr. Doug Ross was portrayed by George Clooney on the TV show E.R.,14,1,1,1,1,1,0,14709,151,6.3179497718811035,1124813775.2929688
qz_3504,Who played the role of Kate Flax in the 1990 film Mermaids?,Christina Ricci,"Mermaids (1990) Cast. ... Michael Schoeffling as Joe; Christina Ricci as Kate Flax; Caroline ... The mom in ""Mermaids"" goes by the name of Mrs. Flax, and is played by ...","The context explicitly states that Christina Ricci played the role of Kate Flax in the 1990 film Mermaids. This is confirmed in multiple sources, including the cast list and various reviews and articles about the film.",21,1,1,1,1,1,0,13283,204,8.048422574996948,1124813775.2929688
